epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,6216.63,0.4291,0.22224,0.89768,0.91354,0.90561,0.92917,0.72507,0.50479,0.24948,0.89207,0.0009415,0.0009415,0.0009415
185,6250.25,0.42931,0.2229,0.89537,0.91241,0.9057,0.92912,0.72576,0.50476,0.24925,0.89202,0.000892,0.000892,0.000892
186,6283.88,0.42847,0.22165,0.89836,0.9125,0.90514,0.92797,0.72594,0.50464,0.24953,0.89191,0.0008425,0.0008425,0.0008425
187,6317.49,0.42974,0.22135,0.89832,0.91166,0.90501,0.92926,0.7257,0.50476,0.24992,0.89187,0.000793,0.000793,0.000793
188,6350.96,0.42461,0.21869,0.89715,0.9112,0.90503,0.93032,0.72584,0.50479,0.25048,0.89192,0.0007435,0.0007435,0.0007435
189,6384.45,0.42634,0.22008,0.89669,0.91102,0.90511,0.93044,0.72605,0.50489,0.2507,0.89197,0.000694,0.000694,0.000694
190,6418.06,0.42569,0.2172,0.89634,0.91132,0.9051,0.93009,0.72639,0.50504,0.25125,0.89208,0.0006445,0.0006445,0.0006445
191,6467.54,0.40166,0.19193,0.87817,0.91029,0.90523,0.92859,0.72605,0.50515,0.2518,0.89229,0.000595,0.000595,0.000595
192,6500.61,0.39723,0.18648,0.87515,0.9124,0.89796,0.92913,0.72615,0.50538,0.25211,0.8925,0.0005455,0.0005455,0.0005455
193,6533.62,0.39513,0.18685,0.87532,0.91277,0.89773,0.92946,0.72622,0.50541,0.25239,0.89257,0.000496,0.000496,0.000496
194,6566.74,0.39205,0.18417,0.87334,0.91313,0.89737,0.93011,0.7262,0.50558,0.25243,0.89272,0.0004465,0.0004465,0.0004465
195,6599.85,0.39123,0.18356,0.87414,0.91421,0.89683,0.93022,0.72576,0.50556,0.25271,0.89282,0.000397,0.000397,0.000397
196,6632.95,0.3896,0.18304,0.87295,0.91366,0.89729,0.9295,0.72605,0.50566,0.25341,0.8929,0.0003475,0.0003475,0.0003475
197,6665.94,0.38808,0.18082,0.87427,0.91348,0.89785,0.92955,0.72618,0.50574,0.25374,0.89309,0.000298,0.000298,0.000298
198,6699,0.38688,0.18038,0.87363,0.91245,0.89797,0.92906,0.7265,0.506,0.25441,0.89325,0.0002485,0.0002485,0.0002485
199,6732.13,0.38628,0.17921,0.87097,0.91215,0.89915,0.92881,0.72656,0.5061,0.25519,0.89333,0.000199,0.000199,0.000199
200,6765.21,0.38628,0.18045,0.87229,0.91407,0.89717,0.92873,0.72605,0.5063,0.25587,0.8935,0.0001495,0.0001495,0.0001495
