epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,26128.5,0.69624,0.41661,0.95944,0.91718,0.87071,0.91761,0.726,0.90065,0.51486,1.11333,0.0010405,0.0010405,0.0010405
183,26271.6,0.69581,0.4144,0.9593,0.91616,0.87086,0.91913,0.72632,0.90075,0.51526,1.11349,0.000991,0.000991,0.000991
184,26415.1,0.69199,0.41271,0.95884,0.91736,0.87028,0.91923,0.72626,0.90118,0.51588,1.11394,0.0009415,0.0009415,0.0009415
185,26559,0.69128,0.4113,0.95813,0.9252,0.86559,0.91887,0.72598,0.90098,0.51664,1.11419,0.000892,0.000892,0.000892
186,26702.2,0.68829,0.41013,0.95717,0.92603,0.86533,0.91887,0.7261,0.90172,0.51702,1.115,0.0008425,0.0008425,0.0008425
187,26846.4,0.68872,0.40827,0.95707,0.92765,0.86427,0.91887,0.72581,0.90184,0.5179,1.11541,0.000793,0.000793,0.000793
188,26989.8,0.68441,0.40573,0.95395,0.92652,0.86393,0.91874,0.7259,0.90194,0.51844,1.11573,0.0007435,0.0007435,0.0007435
189,27123.7,0.68127,0.40444,0.95403,0.92565,0.86437,0.91872,0.72624,0.90202,0.51838,1.11596,0.000694,0.000694,0.000694
190,27266.4,0.67885,0.40095,0.95162,0.92306,0.86799,0.91858,0.72676,0.90197,0.51863,1.1164,0.0006445,0.0006445,0.0006445
191,27430.3,0.62293,0.3233,0.93865,0.9192,0.87175,0.91857,0.72738,0.90199,0.51891,1.11659,0.000595,0.000595,0.000595
192,27572.2,0.61254,0.31652,0.933,0.9193,0.87198,0.91851,0.72668,0.90199,0.51922,1.11687,0.0005455,0.0005455,0.0005455
193,27713.9,0.60535,0.31173,0.92997,0.92056,0.87131,0.91825,0.72686,0.90203,0.51969,1.11727,0.000496,0.000496,0.000496
194,27856.1,0.59962,0.30844,0.927,0.91988,0.87028,0.91831,0.72664,0.90214,0.51996,1.11776,0.0004465,0.0004465,0.0004465
195,27997.9,0.59463,0.30672,0.9251,0.91726,0.87275,0.9179,0.72637,0.90226,0.52016,1.11838,0.000397,0.000397,0.000397
196,28140.1,0.59084,0.30314,0.92322,0.91991,0.87013,0.91804,0.72657,0.90259,0.52071,1.11921,0.0003475,0.0003475,0.0003475
197,28281.7,0.58765,0.30189,0.92057,0.91553,0.87281,0.91759,0.72661,0.90287,0.5222,1.12001,0.000298,0.000298,0.000298
198,28423.3,0.58322,0.29811,0.91998,0.91762,0.87135,0.91746,0.72732,0.9028,0.52357,1.12057,0.0002485,0.0002485,0.0002485
199,28517.7,0.57984,0.29654,0.91731,0.91768,0.8708,0.91704,0.72703,0.90286,0.52464,1.12132,0.000199,0.000199,0.000199
200,28595.8,0.57703,0.29534,0.9171,0.92161,0.86988,0.9171,0.72714,0.90294,0.52574,1.12206,0.0001495,0.0001495,0.0001495
